#{"t_start": 1777656034.5077631, "env_id": "None"}
r,l,t
-0.490426,5,240.274682
0.483258,5,240.594956
2.323851,5,241.296113
0.672106,5,241.701059
-4.111869,5,242.153564
2.366808,5,242.65414
-0.3566,5,243.026849
-0.324023,5,243.273867
0.988526,5,243.582571
-2.680648,5,244.124565
-0.573574,5,244.877643
-0.210788,5,245.341229
-0.665777,5,245.975934
1.010976,5,246.368364
-1.561986,5,246.701937
1.56356,5,246.962132
-4.360929,5,247.517049
-1.193935,5,248.356374
-1.543503,5,249.5562
-0.312624,5,249.994645
0.002194,5,250.399312
1.984253,5,251.175955
2.264151,5,251.454603
1.828999,5,252.16745
1.176775,5,252.906127
1.938451,5,253.835099
-1.74114,5,254.288325
-0.833668,5,254.601787
1.518536,5,255.309613
-0.158259,5,255.671029
3.73027,5,256.220442
1.28085,5,256.551395
2.322442,5,257.129526
-0.348516,5,257.4671
2.270532,5,258.019138
4.295215,5,258.27279
-1.229025,5,258.617684
0.788417,5,259.114313
1.373197,5,259.39146
-4.004622,5,260.251607
2.764772,5,260.584264
4.373125,5,261.270483
1.337389,5,261.734663
0.20935,5,262.243675
0.87826,5,262.804521
4.046379,5,263.415022
-1.224337,5,263.841761
-0.994335,5,264.452974
2.255563,5,264.866119
-0.639412,5,265.312098
-0.822338,5,265.944525
-0.730292,5,266.413702
-1.799396,5,266.861945
1.257627,5,267.352573
-1.910946,5,268.09672
2.902832,5,268.513891
-3.25016,5,269.061449
2.220487,5,269.350972
-2.651278,5,269.684357
3.129302,5,270.113717
0.588656,5,270.409132
-5.27871,5,270.574168
-1.739084,5,270.934619
0.92592,5,271.23825
0.618752,5,271.640928
-3.985788,5,272.320547
1.0649,5,272.730617
-0.064377,5,272.98746
0.552177,5,273.48154
0.277456,5,274.284517
3.492855,5,274.777541
-4.962256,5,275.139669
-0.722417,5,275.752956
-0.030575,5,276.224456
0.507074,5,276.749503
-3.755851,5,277.450629
1.693392,5,277.884016
1.29436,5,278.313365
1.78264,5,278.558267
1.951535,5,278.751929
-4.38794,5,279.283485
-6.276798,5,279.666495
2.354813,5,280.022984
-2.124289,5,280.368444
-1.751373,5,280.595646
1.502029,5,281.191621
3.921289,5,281.488589
3.332673,5,282.341
-1.49575,5,282.790083
-3.431794,5,283.012777
2.919772,5,283.332617
2.019707,5,283.807882
-0.614907,5,284.032727
2.302588,5,284.496699
1.215134,5,284.99527
2.160713,5,285.394369
0.992175,5,285.893305
0.475682,5,286.561039
1.09529,5,287.059422
-2.672511,5,287.568549
1.649677,5,287.847733
-0.398979,5,288.302508
1.350694,5,288.949852
2.215796,5,289.311587
-1.141487,5,289.57847
2.131895,5,289.788143
-1.337937,5,290.032486
0.122712,5,290.405625
2.806828,5,290.794871
-0.479629,5,291.250021
-1.631294,5,292.192443
-1.670574,5,292.882613
2.414418,5,293.414712
0.103829,5,293.82471
1.578103,5,294.006992
-0.312047,5,294.185931
1.833989,5,294.757005
-4.047213,5,295.049024
0.948807,5,295.652564
2.299659,5,296.093938
-2.838801,5,296.573728
0.780721,5,297.012364
-2.475469,5,297.316708
1.775993,5,297.807039
-0.643731,5,298.242732
1.335681,5,298.542378
3.623477,5,298.953427
1.523472,5,299.339825
1.510437,5,299.741172
1.889749,5,299.896324
0.018408,5,300.525772
1.734796,5,300.876093
2.302909,5,301.208704
-1.837639,5,301.421901
-2.248347,5,301.962023
1.292586,5,302.238708
2.538429,5,302.495491
-0.341299,5,302.80967
1.179503,5,303.171928
2.033684,5,303.625492
-4.25305,5,304.067557
-4.223756,5,304.291218
-0.202914,5,304.5748
0.06943,5,305.066781
-0.379628,5,305.448638
1.819385,5,305.778561
-1.622015,5,306.014812
0.907596,5,306.523207
-0.068224,5,306.845862
-2.432553,5,307.4769
0.729168,5,307.92906
-2.593139,5,308.369441
2.238508,5,308.722099
-5.31917,5,309.160777
0.558908,5,309.707246
0.990048,5,310.150908
0.08434,5,310.417389
1.83323,5,310.835376
-0.790336,5,311.11619
1.243123,5,311.516768
-0.74154,5,311.948838
-0.305844,5,312.258708
1.169734,5,312.858788
1.039226,5,313.344391
0.185629,5,313.569139
1.976216,5,314.023289
-0.940227,5,314.404978
0.933221,5,315.418418
-4.228247,5,315.899967
3.290868,5,316.639832
1.299191,5,316.958896
2.023008,5,317.464965
-1.72004,5,317.938931
0.246884,5,318.105007
-3.914942,5,319.045502
1.111551,5,319.269042
-0.159339,5,319.593441
-2.888499,5,320.057608
-6.281784,5,320.969284
-0.286005,5,321.143914
-2.657514,5,321.544975
-1.632639,5,322.262287
3.502585,5,322.84728
-3.037495,5,323.430646
0.690138,5,324.115271
4.113501,5,324.414575
-1.124408,5,324.703839
-1.34166,5,325.159539
1.036816,5,325.441976
-3.100441,5,326.280491
-0.774545,5,326.626301
-2.164544,5,327.094088
0.951441,5,327.432543
-0.836448,5,327.782498
2.240953,5,328.784912
1.36736,5,329.381977
-1.097286,5,330.059335
2.305217,5,330.292416
-0.957202,5,330.727764
-2.082888,5,331.242184
-2.802588,5,331.668009
-1.009539,5,332.167937
1.446568,5,332.846367
-2.593781,5,333.231869
-2.162283,5,333.769494
2.036816,5,334.295196
-2.773087,5,334.922582
-0.100575,5,335.577142
-1.357481,5,335.921511
2.479964,5,336.208792
0.003787,5,336.919354
-0.13254,5,337.33777
4.570647,5,337.965162
-0.165421,5,338.401137
2.385931,5,338.546802
2.175383,5,338.875516
1.65661,5,339.510191
1.23037,5,340.001783
1.962845,5,340.342443
2.079886,5,340.664422
1.945298,5,341.067482
-2.982174,5,341.742845
1.045399,5,342.151711
2.063275,5,342.705012
-0.209173,5,343.283906
-1.224942,5,343.664035
0.157956,5,344.096126
0.0379,5,344.447633
-1.356182,5,344.949262
3.021852,5,345.512898
0.456665,5,345.86996
-1.152545,5,346.380856
1.927703,5,346.950089
1.06967,5,347.167658
0.76809,5,347.647321
-0.282264,5,348.175214
0.398544,5,348.601034
-1.190886,5,349.581583
-5.381473,5,349.969019
2.491436,5,350.43708
-3.960813,5,350.98449
-3.961879,5,351.625556
-2.663423,5,352.08046
1.109129,5,352.366352
-3.485822,5,352.953509
-0.511466,5,353.328497
1.751772,5,353.622607
-3.184445,5,354.075344
0.90158,5,354.768703
-1.844537,5,355.43646
-1.128722,5,356.103311
0.438288,5,356.44371
-9.544362,5,356.923781
-1.906619,5,357.311731
1.065471,5,357.613735
-0.103174,5,358.05485
-0.342494,5,358.494097
-1.934523,5,358.759983
0.350837,5,359.282108
-0.524352,5,360.249799
-0.554181,5,360.955878
-3.227662,5,361.393271
1.914396,5,361.511418
-6.499959,5,361.888121
2.459024,5,362.273667
1.254714,5,362.769539
-3.036475,5,363.072249
-1.114496,5,363.665084
-0.077352,5,364.294317
-4.815952,5,364.930906
3.349355,5,365.404171
-2.882418,5,365.987265
-1.896575,5,366.382352
0.893187,5,366.73041
2.859381,5,366.933964
1.960982,5,367.394123
-2.578437,5,367.654214
1.250691,5,368.009573
1.996767,5,368.155737
-2.932054,5,368.860018
0.844026,5,369.25452
-1.557767,5,369.491357
3.144733,5,369.928196
-0.245843,5,370.491919
1.551033,5,370.713128
-0.005917,5,371.13869
-3.996761,5,371.583107
2.756025,5,372.083683
2.137488,5,372.562407
0.763832,5,373.25529
0.025718,5,373.622437
-0.395437,5,373.964308
0.734282,5,374.375793
0.070142,5,375.061706
1.038366,5,375.647071
-1.901129,5,376.436496
-3.321071,5,376.961346
-2.069919,5,377.536091
-1.992118,5,378.21414
0.462166,5,378.708358
3.052225,5,379.503218
-0.151326,5,379.911362
2.606304,5,380.444572
2.803901,5,380.873862
-1.565584,5,381.730203
1.032507,5,382.023071
-0.641203,5,382.677818
-0.582553,5,395.151273
2.102734,5,395.384563
1.4611,5,396.256735
0.195887,5,396.784827
2.513577,5,397.195047
4.542189,5,397.991498
1.573283,5,398.378198
1.081805,5,398.625245
2.207942,5,398.960465
4.34091,5,399.268165
2.313934,5,399.718324
2.055895,5,400.127138
-0.099389,5,400.452554
2.732115,5,400.794579
0.76864,5,401.37073
1.820281,5,401.65728
-1.467858,5,402.403214
1.326857,5,402.711373
2.967966,5,403.123981
-0.234344,5,403.273341
1.719322,5,403.558291
-0.5918,5,404.014778
-3.291068,5,404.456838
-0.938341,5,405.088956
2.193376,5,405.390962
-0.388949,5,405.867355
-0.090972,5,406.202287
-1.332723,5,406.593028
2.256748,5,407.509863
-3.020683,5,408.31601
0.461328,5,408.632538
-0.11227,5,409.024339
-0.733959,5,409.51885
-0.692619,5,410.121547
-3.342042,5,410.573494
2.350934,5,410.948938
1.485325,5,411.296594
1.7267,5,411.586596
-2.785488,5,411.981437
-2.339607,5,412.380534
-0.696951,5,412.764478
2.204162,5,412.941261
2.95138,5,413.258373
1.561252,5,413.530032
2.125658,5,414.127628
0.089964,5,414.645209
0.660423,5,414.915123
-1.416235,5,415.137324
-1.816628,5,415.682891
2.957305,5,416.109058
2.752602,5,416.545419
-1.723579,5,416.752579
-4.31376,5,417.877892
0.941568,5,418.300617
0.179058,5,418.610385
-1.241613,5,418.852688
1.536568,5,419.32867
0.98674,5,419.966977
0.109461,5,420.727613
-4.215582,5,421.419199
1.68078,5,421.806463
-0.269068,5,422.019974
0.367782,5,422.287367
0.553015,5,423.033722
2.16953,5,423.596884
3.594022,5,424.313622
-0.290276,5,424.831589
3.060081,5,425.387336
2.335348,5,426.064913
2.758812,5,426.339242
1.852725,5,426.805709
-0.292471,5,427.318991
-0.071021,5,427.834112
-1.35085,5,428.403044
1.300733,5,428.542146
-0.594388,5,429.405927
0.846112,5,430.050262
2.223402,5,430.374113
2.753008,5,430.869492
-0.543478,5,431.311776
-1.7675,5,431.926319
0.615862,5,432.265282
2.089548,5,432.845726
-2.533298,5,433.310911
0.211802,5,433.721882
1.859779,5,433.920088
-1.259146,5,434.162358
-0.245427,5,434.375186
0.60856,5,434.600388
0.736294,5,435.017498
3.303251,5,435.427527
1.12655,5,435.749908
-0.20528,5,436.097339
-2.688507,5,436.826356
-6.466166,5,437.335942
-2.352796,5,437.717558
0.097907,5,438.454274
-2.064435,5,438.634557
2.652959,5,438.990076
0.351167,5,439.558595
-5.616955,5,440.072315
2.915883,5,440.637317
2.880885,5,440.94219
-3.462436,5,441.098707
2.545131,5,441.386072
0.283462,5,441.707087
-1.214202,5,442.522189
0.08981,5,442.99142
1.575536,5,443.505103
1.51639,5,444.04473
3.745888,5,444.396919
0.946348,5,445.086484
-0.837484,5,445.862968
1.313932,5,446.133539
2.650175,5,446.445205
4.924352,5,447.082659
1.230851,5,447.455049
3.113415,5,447.702196
1.742676,5,448.034737
2.085632,5,448.495493
1.667191,5,448.89518
-0.409406,5,449.330363
0.952226,5,449.598083
-0.283973,5,449.832011
0.382537,5,450.254944
-0.809875,5,450.616423
0.678057,5,450.988604
0.887939,5,451.291504
3.792725,5,451.517422
-1.71519,5,452.11375
0.295434,5,452.280222
4.976906,5,452.662994
-0.476368,5,453.011089
1.570269,5,453.602911
-1.968912,5,454.003142
0.036273,5,454.679787
-2.522521,5,454.959651
2.21999,5,455.441863
3.658712,5,456.057039
3.032279,5,456.578632
0.901532,5,456.99155
1.465014,5,457.363801
-0.721347,5,457.661965
0.114564,5,458.250701
-1.199981,5,458.671153
-1.478497,5,459.363097
-8.024463,5,459.656612
-0.210314,5,459.952166
1.400407,5,460.457629
-0.807405,5,460.94662
1.637111,5,461.368134
0.612654,5,461.862274
-0.079622,5,462.168797
0.063433,5,462.523811
-0.322324,5,463.521662
0.424009,5,463.681528
2.08815,5,464.046371
1.437934,5,464.471702
0.045394,5,464.896221
-0.47598,5,465.178286
0.220719,5,465.747826
1.073229,5,466.004026
1.078544,5,466.329786
-0.753547,5,467.024728
2.480501,5,467.298985
-3.726729,5,467.694192
-2.674373,5,468.123715
2.16446,5,468.576538
0.900236,5,468.889898
-0.146065,5,469.349844
2.087679,5,469.530711
-1.329787,5,469.987318
2.423567,5,470.280146
-2.965925,5,470.862619
1.526369,5,471.214259
-2.366039,5,471.494539
1.738036,5,471.848291
-5.566125,5,472.311743
1.848121,5,472.794964
-4.354258,5,473.236151
-4.803622,5,473.864051
1.791978,5,474.535719
-1.082817,5,474.966833
0.41901,5,475.220834
0.636807,5,475.83004
-0.343521,5,476.242702
-0.911824,5,476.756901
-1.408787,5,476.992291
-0.428581,5,477.612829
2.292023,5,477.919725
1.977713,5,478.25282
-2.67245,5,478.877404
-2.737577,5,479.338816
1.314252,5,479.791826
-1.167364,5,480.242948
0.320055,5,480.670761
-0.499996,5,481.183374
2.005494,5,481.897587
2.523223,5,482.234214
2.639516,5,482.633252
-0.616833,5,483.044943
0.931637,5,483.378527
0.013107,5,483.658265
3.343593,5,484.118097
2.839761,5,484.60871
-2.722687,5,485.124312
0.044456,5,485.685344
-0.413874,5,486.170893
-3.643789,5,486.548921
2.354315,5,486.75946
-0.644596,5,487.338115
2.153403,5,487.523723
-4.196535,5,488.087774
0.307067,5,488.310086
-4.492338,5,488.523487
0.223032,5,488.742552
-0.185192,5,489.183119
2.695436,5,489.580116
0.893989,5,489.879921
0.602224,5,490.20601
-0.662218,5,490.604956
-1.814717,5,491.016753
-0.088202,5,491.363174
1.149631,5,491.554467
1.535543,5,491.896987
1.326075,5,492.232506
2.306431,5,492.561541
-1.421268,5,492.966454
0.769022,5,493.665518
-1.079131,5,494.214724
-0.080651,5,494.590658
-2.769674,5,495.039289
-0.500612,5,495.340569
-5.72708,5,495.785499
3.742178,5,496.106834
-1.083105,5,496.46403
2.811311,5,496.745513
2.239125,5,497.282502
-1.93671,5,497.830026
-1.000244,5,498.120413
-0.813072,5,498.466352
3.469066,5,498.78118
2.736225,5,499.279806
-2.5483,5,499.589477
1.358624,5,500.013402
-2.405617,5,500.289718
5.162615,5,500.555785
-5.893694,5,501.197286
0.727316,5,501.505557
0.589224,5,502.026973
-4.260593,5,502.659053
1.335596,5,503.095871
-1.041482,5,503.462891
3.77066,5,503.677498
-1.557259,5,504.252797
-8.67702,5,504.668621
0.526183,5,505.277627
2.351048,5,505.479315
-0.995799,5,506.019679
-2.334977,5,506.501647
1.698747,5,506.83513
2.668229,5,507.130431
-1.149679,5,507.469007
1.86933,5,507.849575
0.246775,5,508.231404
1.594575,5,508.528779
2.488311,5,509.315109
1.365769,5,509.632617
3.319652,5,509.913832
-4.337633,5,510.509275
-2.022338,5,510.836273
0.451218,5,511.192889
1.62956,5,511.629481
1.575011,5,511.887344
-0.848004,5,512.280918
-1.685199,5,512.353008
2.913619,5,512.697973
0.231595,5,513.173497
2.03067,5,513.495177
-2.776539,5,514.086807
1.986722,5,514.435861
2.007523,5,514.883344
2.601495,5,515.443365
2.419612,5,515.652791
0.094865,5,515.961869
0.66816,5,516.325688
-4.241104,5,517.413661
0.147302,5,517.708546
-0.515107,5,518.112858
-0.095996,5,518.283308
2.4964,5,518.649398
2.707992,5,519.154238
2.163133,5,519.339497
3.118196,5,519.809212
2.590199,5,520.165705
1.61251,5,520.79607
2.534148,5,521.032508
-1.757787,5,521.372982
