#{"t_start": 1755724147.0414, "env_id": "None"}
r,l,t
-4.610218,5,207.861116
-0.987396,5,208.052332
-0.866882,5,208.284352
-6.536731,5,208.458154
0.892409,5,208.612628
-7.545236,5,208.78642
-1.888892,5,209.090401
-6.594307,5,209.23944
-4.009539,5,209.447921
-2.297319,5,209.656931
-10.593801,5,209.903678
-2.414426,5,210.075459
-5.387294,5,210.352679
-15.919234,5,210.636915
1.094356,5,210.862097
-10.912014,5,211.062043
-4.545633,5,211.242951
0.705546,5,211.56312
-4.165811,5,245.333577
-3.8772,5,245.515309
-5.761005,5,245.665215
-7.204469,5,246.015918
-0.437252,5,246.211857
-4.136302,5,246.439794
0.438758,5,246.621943
-7.614639,5,246.843706
-4.724089,5,247.088546
0.986387,5,247.301889
-11.354184,5,247.448207
-2.171555,5,247.723698
-5.677847,5,248.058749
-2.321525,5,248.249217
-0.41103,5,248.568179
-6.821074,5,248.859226
-7.419768,5,249.118928
-2.328382,5,249.303911
-0.190035,5,249.419166
-0.623042,5,249.719644
0.726217,5,249.994914
-6.316204,5,250.387182
-7.634446,5,250.643446
-6.187751,5,250.828554
0.204459,5,251.116877
0.972123,5,251.495258
-9.409617,5,251.725757
-9.689836,5,251.911051
-3.430088,5,252.150879
-0.440021,5,252.496385
-9.073931,5,252.677984
-7.203776,5,252.961506
1.682396,5,253.242801
-4.076921,5,253.433768
-6.225619,5,253.665062
-3.051553,5,253.831598
-2.373616,5,253.985768
-5.341383,5,254.183018
-1.362153,5,254.466232
2.240779,5,254.71014
-0.743903,5,254.944372
-5.533455,5,255.088041
-7.885215,5,255.290582
-0.394748,5,255.575939
-2.588759,5,255.795701
-7.557326,5,255.940599
-10.350498,5,256.180919
-2.591147,5,256.392295
-0.612531,5,256.72554
-2.741031,5,257.042578
0.921376,5,257.31965
1.674664,5,257.588308
-4.810327,5,257.849153
-1.016478,5,258.149624
1.838079,5,258.440089
-7.450881,5,258.632889
0.473502,5,258.820224
-5.667363,5,259.117732
-6.46574,5,259.471311
-11.289855,5,259.659193
3.794188,5,259.92266
-2.216989,5,260.082857
-8.600935,5,260.320742
-6.882204,5,260.650583
-1.795671,5,260.856487
-9.122654,5,260.974369
0.302682,5,261.128377
-2.354553,5,261.346255
-5.776578,5,261.495138
-2.012369,5,261.746464
-2.918369,5,261.939863
-2.20057,5,262.149562
-7.193189,5,262.408046
-0.964255,5,262.683164
-6.459932,5,262.904447
-4.919326,5,263.056667
-5.295776,5,263.249742
-0.777651,5,263.561161
-0.601697,5,263.726199
-6.641944,5,263.925077
-7.556018,5,264.176362
-4.668247,5,264.356432
-3.765951,5,264.561631
-0.20408,5,264.705493
-2.854461,5,264.959561
-4.131135,5,265.198224
0.538877,5,265.433239
-8.423111,5,265.749132
-4.266896,5,265.908718
-5.924532,5,266.159778
-4.235966,5,266.339328
-6.216218,5,266.584256
-8.417413,5,266.806858
-3.911582,5,267.069308
0.151141,5,267.386571
-3.769748,5,267.500289
-5.542364,5,267.678337
-13.453795,5,267.825737
-1.399823,5,268.059217
-4.035712,5,268.314627
-3.735718,5,268.537331
-8.567333,5,268.757539
-1.916301,5,269.06883
-3.665591,5,269.255912
-3.879511,5,269.49923
0.958038,5,269.66977
-8.737745,5,269.903995
-7.122477,5,270.148157
-14.174174,5,270.317234
1.527557,5,270.514849
-3.130518,5,270.697727
-5.135745,5,270.922687
-0.878067,5,271.219615
-0.458249,5,271.409286
-5.31511,5,271.609344
-6.706838,5,271.92352
-6.760841,5,272.127284
0.947602,5,272.478281
1.544336,5,272.707838
-8.534027,5,272.870641
-5.693834,5,273.085161
-5.652378,5,273.369303
-2.895346,5,273.586916
0.846169,5,273.861361
0.159362,5,274.096913
-3.110084,5,274.36743
-2.827169,5,274.648296
1.817893,5,274.839331
-0.888825,5,275.057155
-10.470005,5,275.23425
-2.511572,5,275.404728
-3.523138,5,275.627402
-10.636325,5,275.759508
1.667664,5,275.988918
-2.834437,5,276.274414
-7.204317,5,276.496726
-8.714328,5,276.648109
-6.604988,5,276.839523
2.668721,5,277.1157
-1.979957,5,277.381048
-1.412137,5,277.5461
1.229948,5,277.758387
-1.422294,5,277.966187
-0.64195,5,278.170854
-0.266201,5,278.452666
-7.722344,5,278.653481
-5.50647,5,278.83657
-3.293893,5,279.027632
-6.950603,5,279.202376
-3.733706,5,279.43543
-6.368986,5,279.599711
-3.698407,5,279.87217
0.927056,5,280.123837
3.516257,5,280.320756
-3.862589,5,280.633613
2.849999,5,280.791102
0.231333,5,280.937202
0.312883,5,281.115483
-10.944283,5,281.27184
-0.614087,5,281.582593
-7.196727,5,281.736573
-1.155963,5,282.050805
1.186504,5,282.224809
-9.144239,5,282.479626
-3.932228,5,282.799681
-6.773693,5,283.072163
-0.489524,5,283.337532
-6.856308,5,283.574792
-2.320164,5,283.736526
-6.611618,5,283.894221
-1.76761,5,284.141132
-14.267919,5,284.354511
-5.691771,5,284.672379
-8.136637,5,284.910229
-3.912442,5,285.101377
-0.574996,5,285.259647
-3.748872,5,285.483621
-11.51156,5,285.725186
-1.583343,5,285.962897
-5.641943,5,286.083058
-0.943138,5,286.287847
-2.25431,5,286.562461
-5.456547,5,286.761175
-1.726116,5,287.002854
-4.051745,5,287.218698
-3.422926,5,287.406508
-11.190734,5,287.680825
-3.783583,5,287.994514
-10.019687,5,288.253923
-10.619443,5,288.52762
-9.299997,5,288.644527
-3.64505,5,288.795251
-4.96708,5,289.046007
-3.114851,5,289.253596
-10.281827,5,289.436071
-3.544365,5,289.642539
-8.096797,5,289.897991
-8.359862,5,290.068452
-2.965674,5,290.192188
0.796169,5,290.52496
-1.334249,5,290.831674
-1.777352,5,291.045272
0.415034,5,291.305068
1.091411,5,291.545626
-4.11449,5,291.710622
-0.377409,5,291.913861
-3.909042,5,292.158755
-6.258169,5,292.434375
2.25502,5,292.739279
-3.729019,5,293.018912
-6.530391,5,293.235991
-10.228576,5,293.481797
-7.521398,5,293.652538
-2.374138,5,293.864058
-0.942401,5,294.047579
-6.141067,5,294.15789
0.264522,5,294.358178
-8.964143,5,294.592452
-4.632357,5,294.846773
-5.606166,5,295.01404
-4.058142,5,295.358347
-5.524348,5,295.563019
-3.629346,5,295.780602
-10.809463,5,296.061714
-2.322875,5,296.280016
-11.139982,5,296.565301
-5.409696,5,296.718824
1.608161,5,296.924978
-6.576967,5,297.082159
0.244501,5,297.227542
-7.942642,5,297.396117
-2.34674,5,297.634628
-6.985755,5,297.811586
-4.287143,5,298.025454
2.304638,5,298.2119
-0.958439,5,298.39747
-3.400058,5,298.630442
-3.248977,5,298.932999
-0.61307,5,299.057944
-2.396838,5,299.253252
-7.266515,5,299.535181
-1.25547,5,299.712927
-5.132083,5,299.955885
-8.195052,5,300.227081
-3.122785,5,300.433709
-0.584159,5,300.647456
-2.221468,5,300.837895
-1.566605,5,301.044107
-7.865694,5,301.340785
-1.325425,5,301.578561
-1.471545,5,301.824699
-1.858927,5,301.984597
2.890586,5,302.218025
-0.259687,5,302.427945
-3.897946,5,302.680846
-5.867878,5,302.96832
-1.970274,5,303.226099
-15.29175,5,303.409406
-5.256094,5,303.651491
